运输架次编号,通信阶段,开始时刻（s）,结束时刻（s）,保障方式,中继架次编号
Q2-004,交接:S014,1101.7993233470513,1310.7993233470513,DIRECT_BLOCKED,
Q2-004,爬升:S014,1311.7993233470513,1392.1151192454888,DIRECT_BLOCKED,
Q2-004,巡航:S014-O01,1393.1149191576412,1515.0905084402225,DIRECT_BLOCKED,
Q2-004,巡航:S014-O01,1516.090308352375,1843.0248796261792,DIRECT_AVAILABLE,
Q2-004,下降:O01,1844.0232611050938,2028.7238347043042,DIRECT_AVAILABLE,
Q2-005,爬升:O01,7082.961244974601,7178.16157659895,DIRECT_AVAILABLE,
Q2-005,巡航:O01-S012,7179.160017859648,7440.751628162627,DIRECT_AVAILABLE,
Q2-005,巡航:O01-S012,7441.750069423326,7671.391559383956,DIRECT_BLOCKED,
Q2-005,下降:S012,7672.380455642275,7723.803061074856,DIRECT_BLOCKED,
Q2-005,交接:S012,7724.791957333175,7903.791957333175,DIRECT_BLOCKED,
Q2-005,爬升:S012,7904.791957333175,7949.292288957524,DIRECT_BLOCKED,
Q2-005,巡航:S012-O01,7950.290730218222,8178.9337789181545,DIRECT_BLOCKED,
Q2-005,巡航:S012-O01,8179.932220178853,8442.52227174253,DIRECT_AVAILABLE,
Q2-005,下降:O01,8443.515666507305,8556.762669691749,DIRECT_AVAILABLE,
Q2-006,爬升:O01,3803.5694628291258,3885.3059069209226,DIRECT_AVAILABLE,
Q2-006,巡航:O01-S008,3886.3052258644807,4175.108400552766,DIRECT_AVAILABLE,
Q2-006,巡航:O01-S008,4176.1077194963245,4425.937455385845,DIRECT_BLOCKED,
Q2-006,下降:S008,4426.932668383653,4465.745975298193,DIRECT_BLOCKED,
Q2-006,交接:S008,4466.741188296001,4675.741188296001,DIRECT_BLOCKED,
Q2-006,爬升:S008,4676.741188296001,4710.744299054465,DIRECT_BLOCKED,
Q2-006,巡航:S008-O01,4711.743617998023,4960.574034943986,DIRECT_BLOCKED,
Q2-006,巡航:S008-O01,4961.573353887544,5251.375847519387,DIRECT_AVAILABLE,
Q2-006,下降:O01,5252.366592296257,5349.459580429543,DIRECT_AVAILABLE,
Q2-007,爬升:O01,459.7614786564651,555.1206143986526,DIRECT_AVAILABLE,
Q2-007,巡航:O01-S006,556.1162429790107,767.1895020149411,DIRECT_AVAILABLE,
Q2-007,下降:S006,768.1759989256232,791.8519247819934,DIRECT_AVAILABLE,
Q2-007,交接:S006,792.8384216926755,1043.8384216926756,DIRECT_AVAILABLE,
Q2-007,爬升:S006,1044.8384216926756,1155.0629529426756,DIRECT_AVAILABLE,
Q2-007,巡航:S006-S007,1156.061561420375,1270.9015363558142,DIRECT_AVAILABLE,
Q2-007,巡航:S006-S007,1271.9001448335137,1315.8389178522903,DIRECT_BLOCKED,
Q2-007,巡航:S006-S007,1316.83752632999,1322.8291771961867,DIRECT_AVAILABLE,
Q2-007,下降:S007,1323.8286041719098,1337.820581832034,DIRECT_AVAILABLE,
Q2-007,下降:S007,1338.820008807757,1442.7604142829637,DIRECT_BLOCKED,
Q2-007,交接:S007,1443.7598412586867,1694.7598412586867,DIRECT_BLOCKED,
Q2-007,爬升:S007,1695.7598412586867,1757.092031200093,DIRECT_BLOCKED,
Q2-007,巡航:S007-O01,1758.0895731001924,1795.996165303969,DIRECT_BLOCKED,
Q2-007,巡航:S007-O01,1796.9937072040684,2059.347226930207,DIRECT_AVAILABLE,
Q2-007,下降:O01,2060.34225478886,2246.412464356965,DIRECT_AVAILABLE,
Q2-008,爬升:O01,549.7614786564651,607.9041226994339,DIRECT_AVAILABLE,
Q2-008,巡航:O01-S001,608.9003540272049,812.1315448924902,DIRECT_AVAILABLE,
Q2-008,下降:S001,813.1210627825726,855.6703320561187,DIRECT_AVAILABLE,
Q2-008,交接:S001,856.6598499462011,1143.6598499462011,DIRECT_AVAILABLE,
Q2-008,爬升:S001,1144.6598499462011,1222.4041736766699,DIRECT_AVAILABLE,
Q2-008,巡航:S001-S013,1223.403915877547,1334.3753001749,DIRECT_AVAILABLE,
Q2-008,巡航:S001-S013,1335.3750423757772,1415.3544184459417,DIRECT_BLOCKED,
Q2-008,下降:S013,1416.3065902075907,1427.7326513473788,DIRECT_BLOCKED,
Q2-008,交接:S013,1428.6848231090278,1679.6848231090278,DIRECT_BLOCKED,
Q2-008,爬升:S013,1680.6848231090278,1741.6329725230903,DIRECT_BLOCKED,
Q2-008,巡航:S013-S010,1742.624623930441,1833.8565534067038,DIRECT_BLOCKED,
Q2-008,下降:S010,1834.8466207673216,1909.101672813664,DIRECT_BLOCKED,
Q2-008,交接:S010,1910.091740174282,2161.0917401742818,DIRECT_BLOCKED,
Q2-008,爬升:S010,2162.0917401742818,2195.7063544320945,DIRECT_BLOCKED,
Q2-008,巡航:S010-O01,2196.704983466513,2250.630951325112,DIRECT_BLOCKED,
Q2-008,巡航:S010-O01,2251.6295803595303,2514.269016411596,DIRECT_AVAILABLE,
Q2-008,下降:O01,2515.2688103584937,2668.237284233862,DIRECT_AVAILABLE,
Q2-009,爬升:O01,7082.961244974601,7237.710374206372,DIRECT_AVAILABLE,
Q2-009,巡航:O01-S014,7238.709620212756,7499.512827878928,DIRECT_AVAILABLE,
Q2-009,巡航:O01-S014,7500.512073885312,7598.438182510924,DIRECT_BLOCKED,
Q2-009,下降:S014,7599.431779985956,7693.823540114016,DIRECT_BLOCKED,
Q2-009,交接:S014,7694.817137589049,7873.817137589049,DIRECT_BLOCKED,
Q2-009,爬升:S014,7874.817137589049,7955.132933487486,DIRECT_BLOCKED,
Q2-009,巡航:S014-O01,7956.13217949387,8053.059042113099,DIRECT_BLOCKED,
Q2-009,巡航:S014-O01,8054.058288119482,8315.86074179204,DIRECT_AVAILABLE,
Q2-009,下降:O01,8316.859123270953,8501.559696870165,DIRECT_AVAILABLE,
Q2-010,爬升:O01,3533.5694628291258,3681.602547952824,DIRECT_AVAILABLE,
Q2-010,巡航:O01-S015,3682.6007426527317,3943.1295593287036,DIRECT_AVAILABLE,
Q2-010,巡航:O01-S015,3944.1277540286114,4082.8768173158146,DIRECT_BLOCKED,
Q2-010,下降:S015,4083.8747583965437,4120.798578383523,DIRECT_BLOCKED,
Q2-010,交接:S015,4121.796519464252,4300.796519464252,DIRECT_BLOCKED,
Q2-010,爬升:S015,4301.796519464252,4306.156026707091,DIRECT_BLOCKED,
Q2-010,巡航:S015-S003,4307.151973323113,4480.446684511066,DIRECT_BLOCKED,
Q2-010,下降:S003,4481.4405413225895,4539.08423639095,DIRECT_BLOCKED,
Q2-010,交接:S003,4540.078093202473,4749.078093202473,DIRECT_BLOCKED,
Q2-010,爬升:S003,4750.078093202473,4824.512805930337,DIRECT_BLOCKED,
Q2-010,巡航:S003-O01,4825.510891940119,5046.087900101928,DIRECT_BLOCKED,
Q2-010,巡航:S003-O01,5047.085986111711,5308.584520674579,DIRECT_AVAILABLE,
Q2-010,下降:O01,5309.582461222128,5482.226175948016,DIRECT_AVAILABLE,
Q2-011,爬升:O01,7382.961244974601,7473.455186218091,DIRECT_AVAILABLE,
Q2-011,巡航:O01-S013,7474.452862565133,7801.690704394852,DIRECT_AVAILABLE,
Q2-011,巡航:O01-S013,7802.688380741894,7877.5141067700315,DIRECT_BLOCKED,
Q2-011,下降:S013,7878.513724111725,7895.507218920525,DIRECT_BLOCKED,
Q2-011,交接:S013,7896.506836262219,8075.506836262219,DIRECT_BLOCKED,
Q2-011,爬升:S013,8076.506836262219,8092.334110839041,DIRECT_BLOCKED,
Q2-011,巡航:S013-O01,8093.331787186084,8167.1598368671785,DIRECT_BLOCKED,
Q2-011,巡航:S013-O01,8168.157513214221,8496.393031390982,DIRECT_AVAILABLE,
Q2-011,下降:O01,8497.389294964305,8604.98576088317,DIRECT_AVAILABLE,
Q2-012,爬升:O01,3383.5694628291258,3478.928598571313,DIRECT_AVAILABLE,
Q2-012,巡航:O01-S006,3479.9242271516714,3690.9974861876017,DIRECT_AVAILABLE,
Q2-012,下降:S006,3691.9839830982837,3715.659908954654,DIRECT_AVAILABLE,
Q2-012,交接:S006,3716.646405865336,4039.646405865336,DIRECT_AVAILABLE,
Q2-012,爬升:S006,4040.646405865336,4175.230458599711,DIRECT_AVAILABLE,
Q2-012,巡航:S006-S015,4176.2289352905755,4370.93189000918,DIRECT_AVAILABLE,
Q2-012,巡航:S006-S015,4371.930366700044,4488.752139531207,DIRECT_BLOCKED,
Q2-012,下降:S015,4489.745173979723,4576.139171000659,DIRECT_BLOCKED,
Q2-012,交接:S015,4577.132205449176,4828.132205449176,DIRECT_BLOCKED,
Q2-012,爬升:S015,4829.132205449176,4874.621097050738,DIRECT_BLOCKED,
Q2-012,巡航:S015-S011,4875.620165773434,5007.497237169269,DIRECT_BLOCKED,
Q2-012,巡航:S015-S011,5008.496305891966,5105.405971993451,DIRECT_AVAILABLE,
Q2-012,下降:S011,5106.401004345314,5292.472054143542,DIRECT_AVAILABLE,
Q2-012,交接:S011,5293.467086495404,5544.467086495404,DIRECT_AVAILABLE,
Q2-012,爬升:S011,5545.467086495404,5577.96669831181,DIRECT_AVAILABLE,
Q2-012,巡航:S011-O01,5578.965688286864,5765.776813621802,DIRECT_AVAILABLE,
Q2-012,下降:O01,5766.774699341929,5848.601328392309,DIRECT_AVAILABLE,
Q2-013,爬升:O01,3623.5694628291258,3689.781027770532,DIRECT_AVAILABLE,
Q2-013,巡航:O01-S009,3690.7797503598513,3952.4450687614217,DIRECT_AVAILABLE,
Q2-013,巡航:O01-S009,3953.4437913507404,4071.293056890379,DIRECT_BLOCKED,
Q2-013,下降:S009,4072.2810086459026,4101.9195613116135,DIRECT_BLOCKED,
Q2-013,交接:S009,4102.907513067137,4353.907513067137,DIRECT_BLOCKED,
Q2-013,爬升:S009,4354.907513067137,4392.993828985106,DIRECT_BLOCKED,
Q2-013,巡航:S009-S004,4393.991203018655,4592.468635694874,DIRECT_BLOCKED,
Q2-013,下降:S004,4593.457572325435,4639.937593961775,DIRECT_BLOCKED,
Q2-013,交接:S004,4640.926530592335,4891.926530592335,DIRECT_BLOCKED,
Q2-013,爬升:S004,4892.926530592335,4947.058776686085,DIRECT_BLOCKED,
Q2-013,巡航:S004-S005,4948.055543795723,5121.493020872611,DIRECT_BLOCKED,
Q2-013,下降:S005,5122.484965668107,5204.816383694302,DIRECT_BLOCKED,
Q2-013,交接:S005,5205.808328489798,5456.808328489798,DIRECT_BLOCKED,
Q2-013,爬升:S005,5457.808328489798,5510.372683958549,DIRECT_BLOCKED,
Q2-013,巡航:S005-O01,5511.371181158496,5600.237431953824,DIRECT_BLOCKED,
Q2-013,巡航:S005-O01,5601.235929153771,5863.840692739966,DIRECT_AVAILABLE,
Q2-013,下降:O01,5864.834247183325,5963.196137075903,DIRECT_AVAILABLE,
Q2-014,爬升:O01,7371.801094710446,7429.943738753414,DIRECT_AVAILABLE,
Q2-014,巡航:O01-S001,7430.9399700811855,7634.171160946471,DIRECT_AVAILABLE,
Q2-014,下降:S001,7635.160678836553,7677.7099481100995,DIRECT_AVAILABLE,
Q2-014,交接:S001,7678.699466000182,8073.699466000182,DIRECT_AVAILABLE,
Q2-014,爬升:S001,8074.699466000182,8118.391030941588,DIRECT_AVAILABLE,
Q2-014,巡航:S001-S009,8119.387024046174,8177.154624112157,DIRECT_AVAILABLE,
Q2-014,巡航:S001-S009,8178.150617216743,8295.67780355788,DIRECT_BLOCKED,
Q2-014,下降:S009,8296.665755313405,8326.304307979115,DIRECT_BLOCKED,
Q2-014,交接:S009,8327.292259734639,8542.292259734639,DIRECT_BLOCKED,
Q2-014,爬升:S009,8543.292259734639,8568.583824676045,DIRECT_BLOCKED,
Q2-014,巡航:S009-O01,8569.582547265363,8686.433090215683,DIRECT_BLOCKED,
Q2-014,巡航:S009-O01,8687.431812805002,8950.095853795892,DIRECT_AVAILABLE,
Q2-014,下降:O01,8951.093015918505,9032.86030997265,DIRECT_AVAILABLE,
Q2-015,爬升:O01,6443.196137075901,6501.3387811188695,DIRECT_AVAILABLE,
Q2-015,巡航:O01-S001,6502.335012446641,6705.566203311926,DIRECT_AVAILABLE,
Q2-015,下降:S001,6706.5557212020085,6749.104990475555,DIRECT_AVAILABLE,
Q2-015,交接:S001,6750.094508365637,7145.094508365637,DIRECT_AVAILABLE,
Q2-015,爬升:S001,7146.094508365637,7181.717152408606,DIRECT_AVAILABLE,
Q2-015,巡航:S001-O01,7182.713383736377,7385.944574601663,DIRECT_AVAILABLE,
Q2-015,下降:O01,7386.940167821576,7458.622879655373,DIRECT_AVAILABLE,
Q2-016,爬升:O01,9003.268930459542,9075.770632119698,DIRECT_AVAILABLE,
Q2-016,巡航:O01-S002,9076.769997523032,9338.603733196269,DIRECT_AVAILABLE,
Q2-016,巡航:O01-S002,9339.603098599602,9571.45587217285,DIRECT_BLOCKED,
Q2-016,下降:S002,9572.449808330077,9615.189063090818,DIRECT_BLOCKED,
Q2-016,交接:S002,9616.182999248045,10011.182999248045,DIRECT_BLOCKED,
Q2-016,爬升:S002,10012.182999248045,10047.964700908202,DIRECT_BLOCKED,
Q2-016,巡航:S002-O01,10048.964066311535,10279.817474481451,DIRECT_BLOCKED,
Q2-016,巡航:S002-O01,10280.816839884783,10543.649940961353,DIRECT_AVAILABLE,
Q2-016,下降:O01,10544.645843456685,10634.277068036548,DIRECT_AVAILABLE,
Q2-017,爬升:O01,9452.860309972648,9519.119921789053,DIRECT_AVAILABLE,
Q2-017,巡航:O01-S011,9520.118911764106,9706.930037099046,DIRECT_AVAILABLE,
Q2-017,下降:S011,9707.920878922716,9746.563710045883,DIRECT_AVAILABLE,
Q2-017,交接:S011,9747.554551869554,9962.554551869554,DIRECT_AVAILABLE,
Q2-017,爬升:S011,9963.554551869554,10053.91090196721,DIRECT_AVAILABLE,
Q2-017,巡航:S011-S007,10054.908985090447,10190.648289850555,DIRECT_AVAILABLE,
Q2-017,巡航:S011-S007,10191.646372973792,10242.548612258832,DIRECT_BLOCKED,
Q2-017,下降:S007,10243.5429553171,10286.299706822634,DIRECT_BLOCKED,
Q2-017,交接:S007,10287.294049880902,10574.294049880902,DIRECT_BLOCKED,
Q2-017,爬升:S007,10575.294049880902,10636.626239822308,DIRECT_BLOCKED,
Q2-017,巡航:S007-O01,10637.623781722408,10675.530373926184,DIRECT_BLOCKED,
Q2-017,巡航:S007-O01,10676.527915826284,10938.881435552423,DIRECT_AVAILABLE,
Q2-017,下降:O01,10939.876463411076,11125.94667297918,DIRECT_AVAILABLE,
Q2-018,爬升:O01,12014.27706803655,12187.918723309987,DIRECT_AVAILABLE,
Q2-018,巡航:O01-S003,12188.91680931977,12449.417257872856,DIRECT_AVAILABLE,
Q2-018,巡航:O01-S003,12450.415343882638,12671.99043805423,DIRECT_BLOCKED,
Q2-018,下降:S003,12672.987331528264,12782.645613671993,DIRECT_BLOCKED,
Q2-018,交接:S003,12783.642507146027,13178.642507146027,DIRECT_BLOCKED,
Q2-018,爬升:S003,13179.642507146027,13268.964162419465,DIRECT_BLOCKED,
Q2-018,巡航:S003-O01,13269.962248429247,13490.539256591055,DIRECT_BLOCKED,
Q2-018,巡航:S003-O01,13491.537342600837,13753.035877163707,DIRECT_AVAILABLE,
Q2-018,下降:O01,13754.031528856789,13970.087946255504,DIRECT_AVAILABLE,
Q2-019,爬升:O01,12445.94667297918,12554.162339483086,DIRECT_AVAILABLE,
Q2-019,巡航:O01-S004,12555.161135414526,12923.716834116323,DIRECT_AVAILABLE,
Q2-019,巡航:O01-S004,12924.715630047765,13070.539836038179,DIRECT_BLOCKED,
Q2-019,下降:S004,13071.539478192648,13154.509777013593,DIRECT_BLOCKED,
Q2-019,交接:S004,13155.509419168062,13478.509419168062,DIRECT_BLOCKED,
Q2-019,爬升:S004,13479.509419168062,13547.485085671968,DIRECT_BLOCKED,
Q2-019,巡航:S004-O01,13548.483881603408,13693.309291662381,DIRECT_BLOCKED,
Q2-019,巡航:S004-O01,13694.308087593821,14063.86258222706,DIRECT_AVAILABLE,
Q2-019,下降:O01,14064.85721151478,14199.132165356943,DIRECT_AVAILABLE,
Q2-020,爬升:O01,14921.22608763175,15019.309820541906,DIRECT_AVAILABLE,
Q2-020,巡航:O01-S008,15020.309139485464,15309.11231417375,DIRECT_AVAILABLE,
Q2-020,巡航:O01-S008,15310.111633117309,15559.941369006829,DIRECT_BLOCKED,
Q2-020,下降:S008,15560.922227971016,15609.965176180338,DIRECT_BLOCKED,
Q2-020,交接:S008,15610.946035144523,15897.946035144523,DIRECT_BLOCKED,
Q2-020,爬升:S008,15898.946035144523,15939.74976805468,DIRECT_BLOCKED,
Q2-020,巡航:S008-O01,15940.749086998238,16189.5795039442,DIRECT_BLOCKED,
Q2-020,巡航:S008-O01,16190.578822887759,16480.381316519604,DIRECT_AVAILABLE,
Q2-020,下降:O01,16481.37810242316,16602.9859826573,DIRECT_AVAILABLE,
Q2-021,爬升:O01,15180.27030673319,15259.75466220194,DIRECT_AVAILABLE,
Q2-021,巡航:O01-S005,15260.753159401887,15522.359425788134,DIRECT_AVAILABLE,
Q2-021,巡航:O01-S005,15523.357922988082,15613.222670983356,DIRECT_BLOCKED,
Q2-021,下降:S005,15614.218208018749,15677.9325782839,DIRECT_BLOCKED,
Q2-021,交接:S005,15678.928115319293,16001.928115319293,DIRECT_BLOCKED,
Q2-021,爬升:S005,16002.928115319293,16055.492470788044,DIRECT_BLOCKED,
Q2-021,巡航:S005-O01,16056.490967987991,16145.35721878332,DIRECT_BLOCKED,
Q2-021,巡航:S005-O01,16146.355715983267,16408.96047956946,DIRECT_AVAILABLE,
Q2-021,下降:O01,16409.954034012822,16508.3159239054,DIRECT_AVAILABLE,
