origin,destination,distance_m,max_dem_m,cruise_alt_m,origin_work_alt_m,destination_work_alt_m,climb_m,descent_m
S003,S001,7646.669659392091,505.94439697265625,555.9443969726562,338.5,184.0,217.44439697265625,371.94439697265625
S003,S002,9766.539630920495,571.1314086914062,621.1314086914062,338.5,219.5,282.63140869140625,401.63140869140625
S003,S004,8230.559232612066,674.2682495117188,724.2682495117188,338.5,228.3,385.76824951171875,495.96824951171874
S003,S005,6332.691866266554,533.8880615234375,583.8880615234375,338.5,195.0,245.3880615234375,388.8880615234375
S003,S006,4808.574701062524,612.3626708984375,662.3626708984375,338.5,314.8,323.8626708984375,347.5626708984375
S003,S007,2732.823162253109,360.6993408203125,410.6993408203125,338.5,348.5,72.1993408203125,62.1993408203125
S003,S008,6261.095351954081,746.0787353515625,796.0787353515625,338.5,270.9,457.5787353515625,525.1787353515625
S003,S009,8884.811243592078,544.588134765625,594.588134765625,338.5,230.0,256.088134765625,364.588134765625
S003,S010,11208.772228741875,466.96417236328125,516.9641723632812,338.5,351.6,178.46417236328125,165.36417236328123
S003,S011,5348.800264012308,485.42230224609375,535.4223022460938,338.5,212.1,196.92230224609375,323.3223022460937
S003,S012,11798.893483853692,544.5889282226562,594.5889282226562,338.5,279.8,256.08892822265625,314.78892822265624
S003,S013,10540.92182180282,505.94439697265625,555.9443969726562,338.5,351.7,217.44439697265625,204.24439697265626
S003,S014,12372.492671486349,542.7295532226562,592.7295532226562,338.5,351.0,254.22955322265625,241.72955322265625
S003,S015,2614.3598670596402,437.5785217285156,487.5785217285156,338.5,474.5,149.07852172851562,13.078521728515625
S004,O01,7745.662448326383,348.2391662597656,398.2391662597656,228.3,127.7,169.9391662597656,270.53916625976564
S004,S001,4947.404500921591,358.7777404785156,408.7777404785156,228.3,184.0,180.4777404785156,224.77774047851562
S004,S002,2246.1092043358344,283.658203125,333.658203125,228.3,219.5,105.35820312499999,114.158203125
S004,S003,8230.559232612066,674.2682495117188,724.2682495117188,228.3,338.5,495.96824951171874,385.76824951171875
S004,S005,2616.513662797885,313.630615234375,363.630615234375,228.3,195.0,135.330615234375,168.630615234375
S004,S006,8731.259861551547,375.2806396484375,425.2806396484375,228.3,314.8,196.9806396484375,110.48063964843749
S004,S007,7107.961830581871,543.2369995117188,593.2369995117188,228.3,348.5,364.93699951171874,244.73699951171875
S004,S008,2607.4103559629093,336.83349609375,386.83349609375,228.3,270.9,158.53349609375,115.93349609375002
S004,S009,2992.122100646514,275.2157897949219,325.2157897949219,228.3,230.0,96.91578979492186,95.21578979492188
S004,S010,7564.555489806453,432.957275390625,482.957275390625,228.3,351.6,254.657275390625,131.35727539062498
S004,S011,5422.193701172261,311.138916015625,361.138916015625,228.3,212.1,132.838916015625,149.038916015625
S004,S012,5283.746384261897,312.0069580078125,362.0069580078125,228.3,279.8,133.7069580078125,82.20695800781249
S004,S013,6210.7905096285585,322.2989807128906,372.2989807128906,228.3,351.7,143.9989807128906,20.598980712890636
S004,S014,9318.325332689414,502.7727966308594,552.7727966308594,228.3,351.0,324.47279663085936,201.77279663085938
S004,S015,5649.05414412274,641.2510375976562,691.2510375976562,228.3,474.5,462.95103759765624,216.75103759765625
S005,O01,5302.020131721248,276.410888671875,326.410888671875,195.0,127.7,131.410888671875,198.710888671875
S005,S001,2935.4023332198385,266.13800048828125,316.13800048828125,195.0,184.0,121.13800048828125,132.13800048828125
S005,S002,3474.1366346648224,356.79864501953125,406.79864501953125,195.0,219.5,211.79864501953125,187.29864501953125
S005,S003,6332.691866266554,533.8880615234375,583.8880615234375,195.0,338.5,388.8880615234375,245.3880615234375
S005,S004,2616.513662797885,313.630615234375,363.630615234375,195.0,228.3,168.630615234375,135.330615234375
S005,S006,6124.013764267524,358.161376953125,408.161376953125,195.0,314.8,213.161376953125,93.36137695312499
S005,S007,4690.984538335345,457.0865478515625,507.0865478515625,195.0,348.5,312.0865478515625,158.5865478515625
S005,S008,3047.77846393869,316.78717041015625,366.78717041015625,195.0,270.9,171.78717041015625,95.88717041015627
S005,S009,2645.6202218247518,313.5632019042969,363.5632019042969,195.0,230.0,168.56320190429688,133.56320190429688
S005,S010,6365.837528127077,416.15325927734375,466.15325927734375,195.0,351.6,271.15325927734375,114.55325927734373
S005,S011,2812.761822862332,297.5489196777344,347.5489196777344,195.0,212.1,152.54891967773438,135.44891967773438
S005,S012,5613.4803823506545,313.5632019042969,363.5632019042969,195.0,279.8,168.56320190429688,83.76320190429686
S005,S013,5214.414480270963,324.4444580078125,374.4444580078125,195.0,351.7,179.4444580078125,22.74445800781251
S005,S014,8005.233454623865,552.8875122070312,602.8875122070312,195.0,351.0,407.88751220703125,251.88751220703125
S005,S015,3749.632494453861,568.6133422851562,618.6133422851562,195.0,474.5,423.61334228515625,144.11334228515625
S006,O01,3181.0333142443287,316.09783935546875,366.09783935546875,314.8,127.7,51.29783935546874,238.39783935546876
S006,S001,5296.397067333132,343.9356384277344,393.9356384277344,314.8,184.0,79.13563842773436,209.93563842773438
S006,S002,9199.764533275116,344.2987060546875,394.2987060546875,314.8,219.5,79.49870605468749,174.7987060546875
S006,S003,4808.574701062524,612.3626708984375,662.3626708984375,314.8,338.5,347.5626708984375,323.8626708984375
S006,S004,8731.259861551547,375.2806396484375,425.2806396484375,314.8,228.3,110.48063964843749,196.9806396484375
S006,S005,6124.013764267524,358.161376953125,408.161376953125,314.8,195.0,93.36137695312499,213.161376953125
S006,S007,2516.4933638026664,540.361328125,590.361328125,314.8,348.5,275.561328125,241.861328125
S006,S008,8092.953365242912,517.8421020507812,567.8421020507812,314.8,270.9,253.04210205078124,296.9421020507813
S006,S009,7677.219975111997,341.0712890625,391.0712890625,314.8,230.0,76.27128906249999,161.0712890625
S006,S010,7909.596461733988,383.2227783203125,433.2227783203125,314.8,351.6,118.42277832031249,81.62277832031248
S006,S011,3416.1949627114896,350.46759033203125,400.46759033203125,314.8,212.1,85.66759033203124,188.36759033203126
S006,S012,9988.84061535359,385.3490295410156,435.3490295410156,314.8,279.8,120.54902954101561,155.5490295410156
S006,S013,7774.933352407183,344.1709289550781,394.1709289550781,314.8,351.7,79.37092895507811,42.470928955078136
S006,S014,8582.83861854259,556.662109375,606.662109375,314.8,351.0,291.862109375,255.662109375
S006,S015,4702.825213972445,601.2601318359375,651.2601318359375,314.8,474.5,336.4601318359375,176.7601318359375
S007,O01,4533.827935951708,451.8304748535156,501.8304748535156,348.5,127.7,153.33047485351562,374.13047485351564
S007,S001,5179.664981697741,389.17535400390625,439.17535400390625,348.5,184.0,90.67535400390625,255.17535400390625
S007,S002,8119.478490017064,424.7281799316406,474.7281799316406,348.5,219.5,126.22817993164062,255.22817993164062
S007,S003,2732.823162253109,360.6993408203125,410.6993408203125,348.5,338.5,62.1993408203125,72.1993408203125
S007,S004,7107.961830581871,543.2369995117188,593.2369995117188,348.5,228.3,244.73699951171875,364.93699951171874
S007,S005,4690.984538335345,457.0865478515625,507.0865478515625,348.5,195.0,158.5865478515625,312.0865478515625
S007,S006,2516.4933638026664,540.361328125,590.361328125,348.5,314.8,241.861328125,275.561328125
S007,S008,5931.510718647962,606.739501953125,656.739501953125,348.5,270.9,308.239501953125,385.839501953125
S007,S009,6903.244511276041,418.3708190917969,468.3708190917969,348.5,230.0,119.87081909179688,238.37081909179688
S007,S010,8586.768815849644,386.94964599609375,436.94964599609375,348.5,351.6,88.44964599609375,85.34964599609373
S007,S011,2829.5656543743207,387.9908752441406,437.9908752441406,348.5,212.1,89.49087524414062,225.89087524414063
S007,S012,9652.035738277244,407.66363525390625,457.66363525390625,348.5,279.8,109.16363525390625,177.86363525390624
S007,S013,8041.887837941245,382.5381164550781,432.5381164550781,348.5,351.7,84.03811645507812,80.83811645507814
S007,S014,9672.528476848658,530.8557739257812,580.8557739257812,348.5,351.0,232.35577392578125,229.85577392578125
S007,S015,2228.382783547898,452.918212890625,502.918212890625,348.5,474.5,154.418212890625,28.418212890625
S008,O01,8109.473226973836,322.9093322753906,372.9093322753906,270.9,127.7,102.00933227539065,245.20933227539064
S008,S001,5983.178550982976,316.78717041015625,366.78717041015625,270.9,184.0,95.88717041015627,182.78717041015625
S008,S002,4795.7575704282135,331.8424987792969,381.8424987792969,270.9,219.5,110.9424987792969,162.34249877929688
S008,S003,6261.095351954081,746.0787353515625,796.0787353515625,270.9,338.5,525.1787353515625,457.5787353515625
S008,S004,2607.4103559629093,336.83349609375,386.83349609375,270.9,228.3,115.93349609375002,158.53349609375
S008,S005,3047.77846393869,316.78717041015625,366.78717041015625,270.9,195.0,95.88717041015627,171.78717041015625
S008,S006,8092.953365242912,517.8421020507812,567.8421020507812,270.9,314.8,296.9421020507813,253.04210205078124
S008,S007,5931.510718647962,606.739501953125,656.739501953125,270.9,348.5,385.839501953125,308.239501953125
S008,S009,5018.262594003716,333.9327697753906,383.9327697753906,270.9,230.0,113.03276977539065,153.93276977539062
S008,S010,9305.02006442718,419.0903015136719,469.0903015136719,270.9,351.6,198.1903015136719,117.49030151367185
S008,S011,5348.227797503324,362.91650390625,412.91650390625,270.9,212.1,142.01650390625002,200.81650390625
S008,S012,7720.9133302780465,309.1531982421875,359.1531982421875,270.9,279.8,88.25319824218752,79.35319824218749
S008,S013,8061.257966734864,336.37310791015625,386.37310791015625,270.9,351.7,115.47310791015627,34.67310791015626
S008,S014,10991.644424844813,542.4922485351562,592.4922485351562,270.9,351.0,321.5922485351563,241.49224853515625
S008,S015,3938.5617157668717,659.7728271484375,709.7728271484375,270.9,474.5,438.8728271484375,235.2728271484375
S009,O01,5722.680436797705,243.22891235351562,293.2289123535156,230.0,127.7,63.228912353515625,165.52891235351564
S009,S001,2659.3015892443896,243.22891235351562,293.2289123535156,230.0,184.0,63.228912353515625,109.22891235351562
S009,S002,1730.88510563917,278.2866516113281,328.2866516113281,230.0,219.5,98.28665161132812,108.78665161132812
S009,S003,8884.811243592078,544.588134765625,594.588134765625,230.0,338.5,364.588134765625,256.088134765625
S009,S004,2992.122100646514,275.2157897949219,325.2157897949219,230.0,228.3,95.21578979492188,96.91578979492186
S009,S005,2645.6202218247518,313.5632019042969,363.5632019042969,230.0,195.0,133.56320190429688,168.56320190429688
S009,S006,7677.219975111997,341.0712890625,391.0712890625,230.0,314.8,161.0712890625,76.27128906249999
S009,S007,6903.244511276041,418.3708190917969,468.3708190917969,230.0,348.5,238.37081909179688,119.87081909179688
S009,S008,5018.262594003716,333.9327697753906,383.9327697753906,230.0,270.9,153.93276977539062,113.03276977539065
S009,S010,4576.430591137345,432.957275390625,482.957275390625,230.0,351.6,252.957275390625,131.35727539062498
S009,S011,4326.923469184003,265.66766357421875,315.66766357421875,230.0,212.1,85.66766357421875,103.56766357421876
S009,S012,2967.871323793541,310.91961669921875,360.91961669921875,230.0,279.8,130.91961669921875,81.11961669921874
S009,S013,3218.6733981669463,322.2989807128906,372.2989807128906,230.0,351.7,142.29898071289062,20.598980712890636
S009,S014,6332.94650868537,502.7727966308594,552.7727966308594,230.0,351.0,322.7727966308594,201.77279663085938
S009,S015,6352.739661259839,532.3267822265625,582.3267822265625,230.0,474.5,352.3267822265625,107.8267822265625
S010,O01,4778.439929692523,385.63653564453125,435.63653564453125,351.6,127.7,84.03653564453123,307.93653564453126
S010,S001,3707.6531096384165,381.0796813964844,431.0796813964844,351.6,184.0,79.47968139648435,247.07968139648438
S010,S002,5938.026107106171,441.85394287109375,491.85394287109375,351.6,219.5,140.25394287109373,272.35394287109375
S010,S003,11208.772228741875,466.96417236328125,516.9641723632812,351.6,338.5,165.36417236328123,178.46417236328125
S010,S004,7564.555489806453,432.957275390625,482.957275390625,351.6,228.3,131.35727539062498,254.657275390625
S010,S005,6365.837528127077,416.15325927734375,466.15325927734375,351.6,195.0,114.55325927734373,271.15325927734375
S010,S006,7909.596461733988,383.2227783203125,433.2227783203125,351.6,314.8,81.62277832031248,118.42277832031249
S010,S007,8586.768815849644,386.94964599609375,436.94964599609375,351.6,348.5,85.34964599609373,88.44964599609375
S010,S008,9305.02006442718,419.0903015136719,469.0903015136719,351.6,270.9,117.49030151367185,198.1903015136719
S010,S009,4576.430591137345,432.957275390625,482.957275390625,351.6,230.0,131.35727539062498,252.957275390625
S010,S011,5865.856365298149,385.9914245605469,435.9914245605469,351.6,212.1,84.39142456054685,223.89142456054688
S010,S012,3966.3131455246285,423.1903076171875,473.1903076171875,351.6,279.8,121.59030761718748,193.3903076171875
S010,S013,1383.3537132542015,454.07037353515625,504.07037353515625,351.6,351.7,152.47037353515623,152.37037353515626
S010,S014,1758.3707893962155,487.5635681152344,537.5635681152344,351.6,351.0,185.96356811523435,186.56356811523438
S010,S015,9187.95363267113,568.3262329101562,618.3262329101562,351.6,474.5,266.7262329101562,143.82623291015625
S011,O01,2817.151729649878,243.34902954101562,293.3490295410156,212.1,127.7,81.24902954101563,165.64902954101564
S011,S001,2350.339334946149,226.38790893554688,276.3879089355469,212.1,184.0,64.28790893554688,92.38790893554688
S011,S002,5790.0945339801865,311.78533935546875,361.78533935546875,212.1,219.5,149.68533935546876,142.28533935546875
S011,S003,5348.800264012308,485.42230224609375,535.4223022460938,212.1,338.5,323.3223022460937,196.92230224609375
S011,S004,5422.193701172261,311.138916015625,361.138916015625,212.1,228.3,149.038916015625,132.838916015625
S011,S005,2812.761822862332,297.5489196777344,347.5489196777344,212.1,195.0,135.44891967773438,152.54891967773438
S011,S006,3416.1949627114896,350.46759033203125,400.46759033203125,212.1,314.8,188.36759033203126,85.66759033203124
S011,S007,2829.5656543743207,387.9908752441406,437.9908752441406,212.1,348.5,225.89087524414063,89.49087524414062
S011,S008,5348.227797503324,362.91650390625,412.91650390625,212.1,270.9,200.81650390625,142.01650390625002
S011,S009,4326.923469184003,265.66766357421875,315.66766357421875,212.1,230.0,103.56766357421876,85.66766357421875
S011,S010,5865.856365298149,385.9914245605469,435.9914245605469,212.1,351.6,223.89142456054688,84.39142456054685
S011,S012,6897.406077529817,367.3367004394531,417.3367004394531,212.1,279.8,205.23670043945313,137.5367004394531
S011,S013,5224.684435522247,328.3608093261719,378.3608093261719,212.1,351.7,166.26080932617188,26.660809326171886
S011,S014,7123.123446065091,568.5668334960938,618.5668334960938,212.1,351.0,406.4668334960937,267.56683349609375
S011,S015,3461.77312414069,538.2222290039062,588.2222290039062,212.1,474.5,376.1222290039062,113.72222900390625
S012,O01,7398.449741775088,363.3009948730469,413.3009948730469,279.8,127.7,133.50099487304686,285.6009948730469
S012,S001,4696.519820000021,385.599609375,435.599609375,279.8,184.0,155.799609375,251.599609375
S012,S002,3072.0015224349627,358.1782531738281,408.1782531738281,279.8,219.5,128.3782531738281,188.67825317382812
S012,S003,11798.893483853692,544.5889282226562,594.5889282226562,279.8,338.5,314.78892822265624,256.08892822265625
S012,S004,5283.746384261897,312.0069580078125,362.0069580078125,279.8,228.3,82.20695800781249,133.7069580078125
S012,S005,5613.4803823506545,313.5632019042969,363.5632019042969,279.8,195.0,83.76320190429686,168.56320190429688
S012,S006,9988.84061535359,385.3490295410156,435.3490295410156,279.8,314.8,155.5490295410156,120.54902954101561
S012,S007,9652.035738277244,407.66363525390625,457.66363525390625,279.8,348.5,177.86363525390624,109.16363525390625
S012,S008,7720.9133302780465,309.1531982421875,359.1531982421875,279.8,270.9,79.35319824218749,88.25319824218752
S012,S009,2967.871323793541,310.91961669921875,360.91961669921875,279.8,230.0,81.11961669921874,130.91961669921875
S012,S010,3966.3131455246285,423.1903076171875,473.1903076171875,279.8,351.6,193.3903076171875,121.59030761718748
S012,S011,6897.406077529817,367.3367004394531,417.3367004394531,279.8,212.1,137.5367004394531,205.23670043945313
S012,S013,2863.9458782380075,386.5263671875,436.5263671875,279.8,351.7,156.7263671875,84.82636718750001
S012,S014,5477.038924865114,481.1858215332031,531.1858215332031,279.8,351.0,251.3858215332031,180.18582153320312
S012,S015,9302.608956356997,534.7462158203125,584.7462158203125,279.8,474.5,304.9462158203125,110.2462158203125
S013,O01,4848.707046623291,349.18182373046875,399.18182373046875,351.7,127.7,47.48182373046876,271.48182373046876
S013,S001,2894.2536715390784,328.3608093261719,378.3608093261719,351.7,184.0,26.660809326171886,194.36080932617188
S013,S002,4556.431632116055,327.2103271484375,377.2103271484375,351.7,219.5,25.51032714843751,157.7103271484375
S013,S003,10540.92182180282,505.94439697265625,555.9443969726562,351.7,338.5,204.24439697265626,217.44439697265625
S013,S004,6210.7905096285585,322.2989807128906,372.2989807128906,351.7,228.3,20.598980712890636,143.9989807128906
S013,S005,5214.414480270963,324.4444580078125,374.4444580078125,351.7,195.0,22.74445800781251,179.4444580078125
S013,S006,7774.933352407183,344.1709289550781,394.1709289550781,351.7,314.8,42.470928955078136,79.37092895507811
S013,S007,8041.887837941245,382.5381164550781,432.5381164550781,351.7,348.5,80.83811645507814,84.03811645507812
S013,S008,8061.257966734864,336.37310791015625,386.37310791015625,351.7,270.9,34.67310791015626,115.47310791015627
S013,S009,3218.6733981669463,322.2989807128906,372.2989807128906,351.7,230.0,20.598980712890636,142.29898071289062
S013,S010,1383.3537132542015,454.07037353515625,504.07037353515625,351.7,351.6,152.37037353515626,152.47037353515623
S013,S011,5224.684435522247,328.3608093261719,378.3608093261719,351.7,212.1,26.660809326171886,166.26080932617188
S013,S012,2863.9458782380075,386.5263671875,436.5263671875,351.7,279.8,84.82636718750001,156.7263671875
S013,S014,3137.2819436612103,483.26031494140625,533.2603149414062,351.7,351.0,181.56031494140626,182.26031494140625
S013,S015,8338.196468573842,529.7706298828125,579.7706298828125,351.7,474.5,228.0706298828125,105.2706298828125
S014,O01,5410.917124568285,541.9473876953125,591.9473876953125,351.0,127.7,240.9473876953125,464.2473876953125
S014,S001,5198.603405717892,542.6727294921875,592.6727294921875,351.0,184.0,241.6727294921875,408.6727294921875
S014,S002,7680.879658926547,457.5832214355469,507.5832214355469,351.0,219.5,156.58322143554688,288.0832214355469
S014,S003,12372.492671486349,542.7295532226562,592.7295532226562,351.0,338.5,241.72955322265625,254.22955322265625
S014,S004,9318.325332689414,502.7727966308594,552.7727966308594,351.0,228.3,201.77279663085938,324.47279663085936
S014,S005,8005.233454623865,552.8875122070312,602.8875122070312,351.0,195.0,251.88751220703125,407.88751220703125
S014,S006,8582.83861854259,556.662109375,606.662109375,351.0,314.8,255.662109375,291.862109375
S014,S007,9672.528476848658,530.8557739257812,580.8557739257812,351.0,348.5,229.85577392578125,232.35577392578125
S014,S008,10991.644424844813,542.4922485351562,592.4922485351562,351.0,270.9,241.49224853515625,321.5922485351563
S014,S009,6332.94650868537,502.7727966308594,552.7727966308594,351.0,230.0,201.77279663085938,322.7727966308594
S014,S010,1758.3707893962155,487.5635681152344,537.5635681152344,351.0,351.6,186.56356811523438,185.96356811523435
S014,S011,7123.123446065091,568.5668334960938,618.5668334960938,351.0,212.1,267.56683349609375,406.4668334960937
S014,S012,5477.038924865114,481.1858215332031,531.1858215332031,351.0,279.8,180.18582153320312,251.3858215332031
S014,S013,3137.2819436612103,483.26031494140625,533.2603149414062,351.0,351.7,182.26031494140625,181.56031494140626
S014,S015,10551.917568666082,578.795166015625,628.795166015625,351.0,474.5,277.795166015625,154.295166015625
S015,O01,6019.114040444863,521.7992553710938,571.7992553710938,474.5,127.7,97.29925537109375,444.09925537109376
S015,S001,5494.319404924122,547.315185546875,597.315185546875,474.5,184.0,122.815185546875,413.315185546875
S015,S002,7156.966223290737,593.7526245117188,643.7526245117188,474.5,219.5,169.25262451171875,424.25262451171875
S015,S003,2614.3598670596402,437.5785217285156,487.5785217285156,474.5,338.5,13.078521728515625,149.07852172851562
S015,S004,5649.05414412274,641.2510375976562,691.2510375976562,474.5,228.3,216.75103759765625,462.95103759765624
S015,S005,3749.632494453861,568.6133422851562,618.6133422851562,474.5,195.0,144.11334228515625,423.61334228515625
S015,S006,4702.825213972445,601.2601318359375,651.2601318359375,474.5,314.8,176.7601318359375,336.4601318359375
S015,S007,2228.382783547898,452.918212890625,502.918212890625,474.5,348.5,28.418212890625,154.418212890625
S015,S008,3938.5617157668717,659.7728271484375,709.7728271484375,474.5,270.9,235.2728271484375,438.8728271484375
S015,S009,6352.739661259839,532.3267822265625,582.3267822265625,474.5,230.0,107.8267822265625,352.3267822265625
S015,S010,9187.95363267113,568.3262329101562,618.3262329101562,474.5,351.6,143.82623291015625,266.7262329101562
S015,S011,3461.77312414069,538.2222290039062,588.2222290039062,474.5,212.1,113.72222900390625,376.1222290039062
S015,S012,9302.608956356997,534.7462158203125,584.7462158203125,474.5,279.8,110.2462158203125,304.9462158203125
S015,S013,8338.196468573842,529.7706298828125,579.7706298828125,474.5,351.7,105.2706298828125,228.0706298828125
S015,S014,10551.917568666082,578.795166015625,628.795166015625,474.5,351.0,154.295166015625,277.795166015625
